ResourceID,Primary Reference Number,Name,Name Type,Artefact Description,Dimensions,Manufacture Method,Material,Adminstrative Subdivision Type,Archaeological Period From,Archaeological Period To,Discovery Date,Land Use,Recovery Method,Completeness,Subsequent Action
a9bf4ada-4e2f-446d-976d-36773c1a10c3,0900441,Mount,Certain,"Late Iron Age to Early Roman small U-sectioned copper alloy object.The outer surface of the object consists of simple relief decoration of a risen rectangular line along the outer edge of the object. Within this rectangle are two D-shaped sections in relief along the shorter edges of the object. These sections are asymmetrical, one larger than the other. The space between the D-shaped sections is recessed .Very similar to PAS records NMS-4B61A5 and NMS-1D7C72, see also NMS-CED154 and NMS-CEFFD7. Perhaps some form of edging. Probably 1st century BC - 1st century AD.The mount is possibly a shield clip (Parfitt, 1995) In the record for WILT-628131, a similar finds, the Finds Liaison Officer writes: It is possibly a decorative shield clip (Parfitt, 1995) although it has also been suggested that this type of mount derives from a bucket, tankard or vessel. However, Jody Joy (British Museum) agrees in the record WILT-628131 comments that these objects could also be mounts from other objects with rounded edge such as a bucket, vessel, mirror or tankard (Corcoran, 1952). In the record for WILT-628131 Adam Gwilt of the National Museum of Wales is quoted suggesting such mounts date between the 1st century BC to the end of the 1st century AD, probably AD 20 - 80.References:Corcoran, J.X.W.P. (1952) 'Tankards and Tankard Handles of the British Early Iron Age', Proceedings of the Prehistoric Society 18, 85-102.Parfitt, K. (1995)' Iron Age burials from Mill Hill, Deal' London: British Museum Press","Length: 15.4mm, Width:13.19mm, Thickness: 1.58mm, Weight: 2.1g",Cast,Copper alloy,St. Ouen,Iron Age 700-51 BCE,Gallo-Roman 51 BCE-451 CE,01/08/2021,Cultivated land,,Incomplete,
dcf5d79d-8f02-44b3-b49c-ae3916644a50,0900442,Coin,Certain,"Silver Denarius of moneyer Marcius Papirius Carbo (c.122-1BCE)Roman mintObverse: Helmeted head of Roma r.; behind, probable branch; before, X. Border of dots.Reverse: Jupiter in quadria r., holdings reins and sceptre in left hand and hurling thunderbolt with right hand; below (probably), M.CARBO;  in exergue ROMA. Line border.The moneyer may plausibly be identified with the Praetor of Sicily (RE Papirius 39) mentioned by Cicero, fam. ix, 21, 3·Craw-276/1.Ref: Crawford, M. (1974) Roman Republican Coinage I. Cambridge: Cambridge University Press.Reece period 1.","Diameter: 17.83, Thickness: 1.93, Weight: 3.6g",Struck or hammered,Silver,St. Ouen,Greek and Roman Provincial 700 BCE-297 CE,Greek and Roman Provincial 700 BCE-297 CE,01/11/2021,Cultivated land,Metal detector,Complete,Returned to Finder
c01211a5-2c22-4b2a-8b75-c61f8c1a58a4,0900443,Clasp,Certain,"A complete stamped sheet silver clog or shoe clasp of late post-Medieval or Modern date (c. AD 1790-1930).The main body of the clasp is sub-rectangular in plan and has parallel sides. One end of the buckle bears a projecting tab that is rectangular in plan and flat in cross-section. This is curled over 180 degrees to form a hook. The opposite narrow terminal has a similar tab although at its end it becomes wider and spreads into a two lobed fan. This then folds into a second hook.The front of the buckle is engraved with various designs. The upper part of the buckle bears a sub-circular floral design within a square frame. Below this sites an oval floral design that fills the ovular section of the buckle.Between 1790 and 1810 some wooden-soled shoes were fastened with pairs of metal clasps. The same clasps were also worn on clogs from c.1850. First in the Lake District, before spreading to Lancashire and Yorkshire, being widely used in mill towns and the countryside. Textile mill girls normally wore traditional clog-clasps and they remained in use until the 1920's.","Length: 17.62mm, Width: 12.91mm, Thickness: 1.0mm",Cast,Silver,St. Ouen,Post Medieval 1540-1901 CE,Modern 1901 CE-,07/11/2021,Cultivated land,,Complete,Returned to Finder
cebc5ac7-2f50-4d91-809a-7924dd43c793,0900444,Maul,Possibly,"Worked pebble of local granite oval in shape. A shallow groove has been pecked around the circumference of the object lengthways at its middle point.The pebble is of igneous local granite, pinkish-grey in colour, with quartz crystalline inclusions. The pebble is attractive and smooth. The groove has been pecked on the surface of the rock to form a shallow groove approximately 1.9mm deep and varying in width from  c.9mm to c.7.5mm. This groove may have been to retain of a withy to be attached to a haft. Each face of the hammer bears minor evidence of wear, including pecking and possible abrasion. Similar grooved pebbles identified as Bronze Age mining mauls or hammers have been recorded in Britain (Timberlake & Craddock, 2013). Most of the mauls appear slightly different in form, the groove being pecked widthways around the pebble instead of lengthways. Further, the groove of the object is generally shallower than British examples, such as this sandstone example find GAT-09E9E4 recorded on the Portable Antiquities Scheme (PAS). This may be explained by the extremely hard nature of local granite over softer stones like sandstone, and implies that this object would have taken a large amount of effort to create.No currently known ore mining sites exist on the island, other than small amounts of zinc and silver lead which were not mined in the Bronze Age. This maul may have been created for a use other than mining, such as a general tool or weapon. Further, it may have had a ceremonial function, as suggested in PAS GAT-09E9E4.An alternative suggestion may be a type of fishing weight. Additionally, very similar carved stone Native American war-clubs exist in the US, though the nature of the granite rules out this explanation.Sources:Portable Antiquities Scheme GAT-09E9E4Timerlak, S. & Craddock, B. (2013) Prehistoric metal mining in Britain: The study of cobble stone mining tools based on artefact study, ethnography and experimentation. Chungara 45. 33-59.","Length: 88.17, Width: 79.19, Thickness: 66.3, 653.0g",Knapped/flaked,Stone		,St. Ouen,Bronze Age 2600-701 BCE,Unknown,Around 40 years ago (1980s),Intertidal,Other chance find,Complete,
5a955918-daeb-417e-bd95-2aae1f970257,0900445,Coin (contemporary imitation),Probable,"A copper-alloy probable barbarous radiate copying unclear late-3rd century AD ruler, dating to the period c.AD 275-285 (Reece period 14)Obverse: […], Unclear radiate(?) bust rightReverse: […], UnclearUnclear mint prototype. Thanks to Dr. Andrew Brown of the British Museum for his assistance.","Diameter: 14.5mm, Weight: 0.5g",Struck or hammered,Copper alloy,St. Lawrence,Gallo-Roman 51 BCE-451 CE,Gallo-Roman 51 BCE-451 CE,01/12/2021,Cultivated land,Metal detector,Incomplete,Returned to Finder
80877c36-d95b-464b-bf04-109ba8a97147,0900446,Pendant,Certain,"Cast tin alloy Post Medieval cross or crucifix pendant. The bottom arm of the cross is missing, as is the end of a knop on one side. Each face of the cross bears a mostly identical cast decoration. At the centre of the cross is a floral rose-like circle motif inside a raised bevelled square. Surrounding the rose are four pellets, one at each corner. The sloping surface of the bevelled square bears small transverse lines.Each surviving arm emanates from the central square, each bearing four floral petal shapes. These petals start small and grow larger as they reach the ends of the arm. Each petal is surrounded on their edges by cast pellet decoration. A cast, raised line is prominent in the centre of the arms of the cross, each flanked with c.14 pellets. Decorative raised domes sit at the terminals of the left and right arms of each side of the cross. One side has a complete collared knop, though the knop of the other side is broken.The top arm of the cross ends in a roughly pelta-shaped terminal. At the top of this arm is an incomplete hole, probably for receiving a lace or chain to be hung upon. This object is possibly a representation of a ""rose cross"", a cross with rose in the centre which is symbol of the Rosicrucians. The Rosicrucians were a spiritual movement beginning in the 17th century. The symbol is also used in other organisations, such as Freemasonry and the Hermetic Order of the Golden Dawn.",42mm x 32mm,Cast,Tin or tin alloy,St. Ouen,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,26/10/2021,Cultivated land,Metal detector,Incomplete,Returned to Finder
cf2dda23-c440-4b28-b0c5-a439bc4a7c0c,0900447,Coin,Certain,"A Late Iron Age coin of the Coriosolite Tribe. Series Y, Class I, Group I (c.1st century BC). (Hooker p.43).Metal: Billon, an alloy of copper and tin (bronze) with silver and some impurities, such as gold, in proportion as much as 0.33%. The silver content can be as low as 3% or as high as 40%, but most often between 20 and 35% (Hooker 2002, p.16).Obverse: Worn. Head to right; hair is in three masses or locks, each composed of many hairs, some of which terminate in small curls. Only partial nose surviving due to off-centre striking. The large oval eye is between two ridges. A small horizontal line to the left of the ear is the result of a die defect, probably a result of wear on the die that would become gradually worse over time.Reverse:  Chariot pony and driver to right, symbol below. Struck off centre.Length: 24.02mm, Width: 20.32mm, Thickness: 3.56mm, Weight: 5.2g.Ref: Hooker, J. (2002) Celtic Improvisations: An Art Historical Analysis of Coriosolite Coins. Oxford, Archaeopress.","24.02 x 20.34 x 3.56, Weight: 5.2g, ",Struck or hammered,Silver,St. Ouen,Greek and Roman Provincial 700 BCE-297 CE,Gallo-Roman 51 BCE-451 CE,14/03/2022,Cultivated land,Metal detector,Incomplete,Returned to Finder
a91c5912-3640-4263-b2a1-279d7cee47ba,0900448,Coin,Certain,"Silver Roman Republican denarius, possibly of the moneyer L. Appuleius Saturninus, dating to the period c.104 BC (Reece period 1).Obverse: Helmeted head of Roma leftReverse: [L.SATVRN] in exergue, Saturn in quadriga right holding reins and harpa, unclear control mark above or below.Mint of RomeCf. RRC 317/3a-b","Length: 19.28mm, Width: 16.28mm, Thickness: 1.89mm, Weight: 2.8g",Struck or hammered,Silver,St. Ouen,Iron Age 700-51 BCE,Iron Age 700-51 BCE,01/01/2013,Cultivated land,Metal detector,Incomplete,
7d240e72-eed5-4660-8785-2658fd64f674,0900451,Axehead,Certain,"Neolithic axehead made of highly polished banded flint. The axehead flares from its butt with symmetrical curved sides, to an assymetric rounded edge. The axehead is hardly worn, save for a small chip on its edge, chip on its butt and some small chips on a face. The axehead shows no signs of reworking and appears unused. The axehead is oval in section.The high level finish of the axe and lack of wear implies that this axe is a votive type, or status symbol. This axehead was previously published in the Societe Jersiaise Annual Bulletin (2014, p. 258-9). References:Waterhouse, R. (2014). Archaeological Finds in Jersey, 2011-2014. Societe Jersiase Annual Bulletin 2014. 31-2. 258-71.","Length: 92.03mm, Width (at edge): 39.05mm, Thickness: 19.08mm, Weight: 82.1g",Ground/polished,Flint,St. Ouen,Neolithic 4000-2601 BCE,Neolithic 4000-2601 BCE,2011-2014,Cultivated land,Chance find during metal detecting,Complete,Donated to SJ
32f128db-9696-46c6-91e8-18d86c263284,0900452,Coin,Certain,"Post-Medeval silver sixpence of Elizabeth I (AD 1558-1603), dated 1567. Third and forth issue. Mintmark missing. Spink no. 2562.The coin is heavily bent and fractured.Obverse description: Extremely worn, but probably bust facing left with rose behind headObverse inscription (probably): ELIZABETH: D: G: ANG FRA ET: HIB REGINAReverse description: Cross fourchee dividing square shield. Date 1567 above shield.Reverse inscription (Probably): POSVI/ DEV AD/IVTORE/M’ MEV’.","Diameter: c.18.6mm, Weight: 1.4g.",Struck or hammered,Silver,St. Ouen,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,01/08/2022,Cultivated land,Metal detector,Incomplete,
775d77f7-aa2a-4a52-8a4e-602311097d22,0900453,Debitage,Certain,"Struck conchoidal flint flake. The surviving lip at the proximal end may indicate impact from soft-hammer percussion from a nodule (Andrefsky 2014). This is a detached piece rather than an objective piece, meaning it has not been reworked for use a tool.The flake lacks diagnostic features to precisely date, and may have been created at any point during the era of stone tools.","Length: 26.70mm, Width: 15.29mm, Thickness: 9.45mm, Weight: 2.8g",Struck or hammered,Flint,St. Ouen,Palaeolithic 500000-10001 BCE,Bronze Age 2600-701 BCE,03/07/2022,Cultivated land,Chance find during metal detecting,Fragment,
cb1a76c3-52ba-45c0-895a-5e08fb6e66be,0900454,Coin,Certain,"Extremely worn copper alloy Roman sestertius coin, dating 1st-3rd century AD. The outline of a deeply struck bust exists on the obverse, possibly with long hair tied up in a bun. A faint struck figure can be seen on the reverse, though no identifiable details remain.If a bun hairstyle exists on the bust, it would suggest a coin of the Antonine dynasty (AD 138-AD 161).The object bears a light to mid green patina.","Diameter: 32mm, Thickness: 3.62mm, Weight: 18.9g.",Struck or hammered,Copper alloy,St. Ouen,Gallo-Roman 51 BCE-451 CE,Gallo-Roman 51 BCE-451 CE,01/08/2022,Cultivated land,Metal detector,Complete,
7702824d-e9d8-4ddc-a7fd-8575e706e2ef,0900455,Coin,Certain,"An incomplete, Post-Medieval farthing from the reign of Charles I (AD 1625-1649). A North type 1 Rose Farthing, mintmark uncertain, but possibly Mullet & Crescent. Spink type: 3206.Obverse description: Double arched crown with two sceptres in saltire through.Obverse inscription probably: CAROLV, MA, BRI.Reverse description: Single rose surmounted by a double arched crown.Reverse inscription probably: FRAN ET HI REX.","Diameter: 13.75, Weight: 0.7g",Struck or hammered,Copper alloy,St. Ouen,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,01/08/2022,Cultivated land,Metal detector,Incomplete,
