ResourceID,Title,Place Description,Language_Type,Geometry Qualifier,Title Type,Keyword,Address Type,Temporal Coverage Timespan,Administrative Subdivision Name,External XRef,Administrative Subdivision Type,Place Address,Copyright Description,Copyright Type,Primary Reference Number,Description,External Identifier Type,Information Carrier Format Type,Spatial Coordinates Geometry,Date of Publication,Information Carrier,Date of Creation,Bibliographic Reference,External Source,Document,Information Resource Type,Description Type,
50834d60-116c-0138-9150-740f24312a1c,West View,,,,,Richmond Map,Postal Address,,St. Brelade,BR0339/BR0340,Parish,"West View, Le Mont les Vaux",,,100339,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.175614 49.188621)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
5085c430-116c-0138-9150-740f24312a1c,Site of La Chapelle de Ste Barbe,,,,,Place of Worship,Field Number,,St. Brelade,,Parish,"Site of La Chapelle de Ste Barbe, Field B490",,,100340,,,,GEOMETRYCOLLECTION (POINT (-2.223455 49.180438)),,<p>1.  Société Jersiaise</p>,,"Stevens, C. 1977. The Vanished Chapels and Priories of Jersey. [Unpublished research]",,,<p>1. Sites and Monuments Database</p>,,
508356b0-116c-0138-9150-740f24312a1c,Store and Seagull Cottage,,,,,,Postal Address,,St. Brelade,BR0341,Parish,"Store and Seagull Cottage, La Neuve Route",,,100341,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.170157 49.188196)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
50836260-116c-0138-9150-740f24312a1c,Church of The Sacred Heart,,,,,Place of Worship,Postal Address,,St. Brelade,BR0342,Parish,"Church of The Sacred Heart, La Neuve Route",,,100342,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.169358 49.189258)),,<p>1.  Government of Jersey </p><p>2.  Société Jersiaise </p><p>3.  Jersey Archive </p><p>4.  Jersey Heritage Social History collection  </p><p>5.  Société Jersiaise Photographic Archive</p>,,"<p>Gibb, M., and Molyneux N. 1999. Post-Reformation Churches and Chapels in Jersey. [Unpublished report] </p>
<p>Romeril, L. 2017. What's Your Street's Story?: Mont Les Vaux. [Unpublished talk] The Architectural History Practice Ltd. 2007. Report on Sacred Heart Church. Unpublished report.</p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Sites and Monuments Database </p><p>3. Photographs (sample of collection: H/B/E5/114) </p><p>4. Postcard (JHT/0000/00016/1242) </p><p>5. Photographs (SJPA/008525, SJPA/034212-21)</p>",,
50836db0-116c-0138-9150-740f24312a1c,Petra,,,,,,Postal Address,,St. Brelade,BR0343,Parish,"Petra, La Neuve Route",,,100343,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.169743 49.188845)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
50837700-116c-0138-9150-740f24312a1c,The Sheiling,,,,,,Postal Address,,St. Brelade,BR0344,Parish,"The Sheiling, La Neuve Route",,,100344,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.169608 49.188878)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
508380a0-116c-0138-9150-740f24312a1c,Windward,,,,,,Postal Address,,St. Brelade,BR0345,Parish,"Windward, La Neuve Route",,,100345,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.169772 49.188798)),,<p>1.  Government of Jersey </p><p>2.  Jersey Archive</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Photograph (L/A/75/A3/4/738)</p>",,
508389c0-116c-0138-9150-740f24312a1c,Ker Marguerite,,,,,,Postal Address,,St. Brelade,BR0346,Parish,"Ker Marguerite, Le Quai Bisson",,,100346,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.170628 49.186746)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
50839330-116c-0138-9150-740f24312a1c,4 Albert Place,,,,,,Postal Address,,St. Brelade,BR0347,Parish,"4 Albert Place, Le Quai Bisson",,,100347,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.170629 49.186601)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
50839db0-116c-0138-9150-740f24312a1c,St Aubin's Fort,,,,,"German Occupation,Richmond Map,Coastal Fortification,Place of Worship",Postal Address,,St. Brelade,BR0348,Parish,"St Aubin's Fort, St Aubin's Bay",,,100348,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.16128 49.184563)),,<p>1.  Government of Jersey </p><p>2.  Société Jersiaise </p><p>3.  Jersey Archive </p><p>4.  Jersey Heritage Social History collection  </p><p>5.  Jersey Heritage Art collection  </p><p>6.  Société Jersiaise Photographic Archive</p>,,"<p>L'Amy, J.H. 1971. Jersey Folk Lore. Société Jersiaise, Jersey. </p>
<p>Romeril, L. 2010. What's Your Street's Story?: Rue du Crocquet. [Unpublished talk] </p>
<p>Romeril, L. 2015. What's Your Street's Story?: St Aubin. [Unpublished talk] </p>
<p>Rybot, N.V.L. 1948. Saint Aubin's Fort. Annual Bulletin of the Société Jersiaise, 14, 367-98. </p>
<p>Stevens, C. 1977. The Vanished Chapels and Priories of Jersey. [Unpublished research]</p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Sites and Monuments Database </p><p>3. Plans (D/AL/A1/1533, D/AL/A7/2352(D3)), Photographs (sample of collection: D/Q/S6/10, D/Q/S6/16) </p><p>4. Stamps (sample of collection: JERSM/1988/00188/000, JERSM/2012/00395/002), Bank note (JERSM/1990/00320), Postcards (sample of collection: JERSM/2004/00087/843,  JERSM/2004/00087/634) </p><p>5. Paintings (sample of collection: JHT/1984/00063, JHT/1984/00193), Sketches (sample of collection: JHT/2014/00002/0178-186) </p><p>6. Photographs (sample of collection: SJPA/006478-83, SJPA/007076-85)</p>",,
5085cd90-116c-0138-9150-740f24312a1c,Les Ormes,,,,,Richmond Map,Postal Address,,St. Brelade,,Parish,"Les Ormes, La Rue Carrée",,,100349,,,,GEOMETRYCOLLECTION (POINT (-2.200896 49.20164)),,<p>1.  Société Jersiaise</p>,,"<p>Balleine, G.R. 1993. A Biographical Dictionary of Jersey. Part One. La Haule Books Ltd., Jersey. </p>
<p>Leerson, M. & White, J. 2011. What's Your Street's Story?: Les Quennevais. [Unpublished talk] </p>
<p>Leerson, M. & White, J. 2011. Les Quennevais. In: Romeril, L., et al. What's Your Street's Story? Jersey Heritage Trust, Jersey, 105-113. </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.  </p>
<p>Stevens, J. 1980. Old Jersey Houses, Volume One. Fourth ed. Phillimore, London.</p>",,,<p>1. Sites and Monuments Database</p>,,
5083a8d0-116c-0138-9150-740f24312a1c,Anti Tank Wall Pzm 7 ,,,,,German Occupation,Postal Address,,St. Brelade,BR0350,Parish,"Anti Tank Wall Pzm 7 , La Route de la Haule",,,100350,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.162194 49.194624)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
5083b2f0-116c-0138-9150-740f24312a1c,St Aubin's Slipway,,,,,,Postal Address,,St. Brelade,BR0351,Parish,"St Aubin's Slipway , Le Boulevard",,,100351,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.168067 49.185367)),,<p>1.  Government of Jersey </p><p>2.  Jersey Archive</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Photograph (P/09/A/892)</p>",,
5083bc60-116c-0138-9150-740f24312a1c,Homewood,,,,,,Postal Address,,St. Brelade,BR0352,Parish,"Homewood, Le Mont Sohier",,,100352,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.191889 49.185514)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
5083c5e0-116c-0138-9150-740f24312a1c,L'Hermitage,,,,,,Postal Address,,St. Brelade,BR0353,Parish,"L'Hermitage, La Ruelle du Clos du Parcq",,,100353,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.174615 49.178384)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
5085d6a0-116c-0138-9150-740f24312a1c,Bay Cottage,,,,,Richmond Map,Postal Address,,St. Brelade,,Parish,"Bay Cottage, La Route de la Baie",,,100354,,,,GEOMETRYCOLLECTION (POINT (-2.20002 49.185926)),,,,"McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. ",,,,,
5083cf00-116c-0138-9150-740f24312a1c,La Petite Maison,,,,,,Postal Address,,St. Brelade,BR0355,Parish,"La Petite Maison, La Ruelle du Clos du Parcq",,,100355,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.174549 49.17834)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
5083d870-116c-0138-9150-740f24312a1c,Bentcliffe,,,,,,Postal Address,,St. Brelade,BR0356,Parish,"Bentcliffe, La Rue du Crocquet",,,100356,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.169387 49.189834)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
5083e350-116c-0138-9150-740f24312a1c,La Ferme du Vau Tocque,,,,,Richmond Map,Postal Address,,St. Brelade,BR0357,Parish,"La Ferme du Vau Tocque, Le Mont du Ouaisné",,,100357,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.180018 49.178254)),,<p>1.  Government of Jersey</p>,,"<p>Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. </p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
5083ee20-116c-0138-9150-740f24312a1c,La Maison du Vau Tocque,,,,,Richmond Map,Postal Address,,St. Brelade,BR0357,Parish,"La Maison du Vau Tocque, Le Mont du Ouaisné",,,100358,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.179168 49.17807)),,<p>1.  Government of Jersey</p>,,"<p>Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. </p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
5085df10-116c-0138-9150-740f24312a1c,Datestones '1588' & '1611',,,,,,Postal Address,,St. Brelade,,Parish,"Datestones '1588' & '1611', Le Mont Boulevard",,,100359,,,,GEOMETRYCOLLECTION (POINT (-2.168885 49.184803)),,,,"McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. ",,,,,
5083f8b0-116c-0138-9150-740f24312a1c,Le Bouillon,,,,,,Postal Address,,St. Brelade,BR0360,Parish,"Le Bouillon, La Rue des Landes",,,100360,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.181164 49.199938)),,<p>1.  Government of Jersey</p>,,"Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey.",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
508403e0-116c-0138-9150-740f24312a1c,La Cotte Battery,,,,,"Richmond Map,Coastal Fortification",Postal Address,,St. Brelade,BR0361,Parish,"La Cotte Battery, Portelet Common",,,100361,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.187619 49.175511)),,<p>1.  Government of Jersey </p><p>2.  Société Jersiaise Photographic Archive</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Photograph (SJPA/007901)</p>",,
50840dc0-116c-0138-9150-740f24312a1c,Corbiere Lithic Scatter,,,,,,Field Number,,St. Brelade,BR0362,Parish,"Corbiere Lithic Scatter, Field B427",,,100362,,Listed place,,GEOMETRYCOLLECTION (POINT (-2.236405 49.181784)),,<p>1.  Government of Jersey </p><p>2.  Société Jersiaise </p><p>3.  Jersey Heritage Archaeology collection</p>,,"Finch, O. & Hills, R. 2007. Jersey Heritage Archaeological Evaluation. Unpublished research for States of Jersey, Jersey.",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Sites and Monuments Database </p><p>3. Artefacts (A/0003475, A/0004710-1, A/0005137, A/0005968)</p>",,
508416f0-116c-0138-9150-740f24312a1c,La Pulente Arefact Scatter Area,,,,,,Postal Address,,St. Brelade,BR0363,Parish,"La Pulente Arefact Scatter Area, La Route de la Pulente",,,100363,,Listed place,,GEOMETRYCOLLECTION (POINT (-2.229733 49.188728)),,<p>1.  Government of Jersey </p><p>2.  Société Jersiaise </p><p>3.  Jersey Heritage Archaeology collection</p>,,"<p>Finch, O. & Hills, R. 2007. Jersey Heritage Archaeological Evaluation. Unpublished research for States of Jersey, Jersey. </p>
<p>Hawkes, J. 1937. The Archaeology of the Channel Islands, Vol. 2 The Bailiwick of Jersey. Société Jersiaise, Jersey.</p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Fieldwalking cards, Sites and Monuments Database </p><p>3. Artefacts (sample of collection: A/0000608-610, A/0002034-47, A/0010193)</p>",,
508421a0-116c-0138-9150-740f24312a1c,Beauport Lithic Scatter,,,,,,Field Number,,St. Brelade,BR0364,Parish,"Beauport Lithic Scatter, Field B575",,,100364,,Listed place,,GEOMETRYCOLLECTION (POINT (-2.211036 49.180123)),,<p>1.  Government of Jersey </p><p>2.  Société Jersiaise </p><p>3.  Jersey Heritage Archaeology collection</p>,,"Finch, O. & Hills, R. 2007. Jersey Heritage Archaeological Evaluation. Unpublished research for States of Jersey, Jersey.",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Fieldwalking cards, Sites and Monuments Database </p><p>3. Artefacts (sample of collection: A/0003017-3039, A/0003446, A/0003478)</p>",,
50842af0-116c-0138-9150-740f24312a1c,Portelet Lithic Scatter,,,,,,Field Number,,St. Brelade,BR0365,Parish,"Portelet Lithic Scatter, Area of Field B678",,,100365,,Listed place,,GEOMETRYCOLLECTION (POINT (-2.184009 49.170708)),,<p>1.  Government of Jersey </p><p>2.  Société Jersiaise </p><p>3.  Jersey Heritage Archaeology collection</p>,,"Finch, O. & Hills, R. 2007. Jersey Heritage Archaeological Evaluation. Unpublished research for States of Jersey, Jersey.",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Fieldwalking card, Sites and Monuments Database </p><p>3. Lithics (A0003479, A/0005965, A/0006052, A/0006067, A/0006118)</p>",,
50856800-116c-0138-9150-740f24312a1c,Site of Forest Hill Megalithic Structure,,,,,Megalithic,Field Number,,St. Brelade,,Parish,"Site of Forest Hill Megalithic Structure, Field B921",,,100366,,,,GEOMETRYCOLLECTION (POINT (-2.167279 49.196484)),,<p>1.  Société Jersiaise</p>,,,,,<p>1. Sites and Monuments Database</p>,,
50843500-116c-0138-9150-740f24312a1c,La Hougue de Foret,,,,,Megalithic,Field Number,,St. Brelade,BR0367,Parish,"La Hougue de Foret, Field B551",,,100367,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.214683 49.180758)),,<p>1.  Government of Jersey </p><p>2.  Société Jersiaise</p>,,"<p>Anon. 1880. Memorandum of Report of Excavation of ""La Motte Cromlech"" in the parish of St Brelade's, Jersey, under the direction of the Archaeological Committee of the Société Jersiaise. Annual Bulletin of the Société Jersiaise, 1, 211-3. </p>
<p>Aubin, N. 2018. The Neolithic Passage Graves of Jersey: Locating the Lost Sites. Annual Bulletin of the Société Jersiaise, 32, 355-376. </p>
<p>Bellis, R. & Cable, C.A. 1890. Memorandum of report of excavation of 'La Moie cromlech' in the parish of St. Brelade, Jersey. Bulletin Annuel de la Société Jersiaise, 1, 89-95. </p>
<p>Bellis, R. & Cable, E.K. 1880. Memorandum of Report of Excavation of 'La Moie Cromlech' in the Parish of St. Brelades Jersey Under the Direction of the Archaeological Committee of the Société Jersiaise. Bulletin Annuel de la Société Jersiaise, 1, 211-213. </p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Sites and Monuments Database</p>",,
50843fa0-116c-0138-9150-740f24312a1c,Les Cinq Pierres,,,,,Megalithic,Field Number,,St. Brelade,BR0368,Parish,"Les Cinq Pierres, Field B591",,,100368,,Listed place,,GEOMETRYCOLLECTION (POINT (-2.183954 49.184261)),,<p>1.  Government of Jersey </p><p>2.  Société Jersiaise</p>,,"<p>Aubin, N. 2018. The Neolithic Passage Graves of Jersey: Locating the Lost Sites. Annual Bulletin of the Société Jersiaise, 32, 355-376.</p>

<p>Bellis, R. & Cable, C.A. 1875. Report on the excavation of the cromlech 'Les Cinq Pierres', Jersey. Bulletin Annuel de la Société Jersiaise, 1, 6-10.</p>

<p>Bull, M.M. 1875. Report on the excavation of the Cromlech “Les Cinq Pierres”, Jersey under the direction of the Archaeological Committee of the “Société Jersiase”. Bulletin Annuel de la Société Jersiaise, 1, 6-10.</p>

<p>Finch, O. & Hills, R. 2007. Jersey Heritage Archaeological Evaluation. Unpublished research for States of Jersey, Jersey.</p>

<p>Tanguy, J.D. 1985. Archaeological Section Report for 1984. Annual Bulletin of the Société Jersiaise, 24, 21-23.</p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Sites and Monuments Database</p>",,
50844990-116c-0138-9150-740f24312a1c,Portelet Common Stone,,,,,Megalithic,Postal Address,,St. Brelade,BR0369,Parish,"Portelet Common Stone, Le Chemin du Portelet",,,100369,,Listed place,,GEOMETRYCOLLECTION (POINT (-2.181181 49.174166)),,<p>1.  Government of Jersey </p><p>2.  Société Jersiaise </p><p>3.  Jersey Heritage Archaeology collection</p>,,"Finch, O. & Hills, R. 2007. Jersey Heritage Archaeological Evaluation. Unpublished research for States of Jersey, Jersey.",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Fieldwalking card, Sites and Monuments Database </p><p>3. Artefacts (sample of collection: A/0000645-52, A/0000742-45, A/0007336-41, A/0010179)</p>",,
50857b30-116c-0138-9150-740f24312a1c,La Moye Golf Club ,,,,,Megalithic,,,St. Brelade,BR0370,Parish,La Moye Golf Club ,,,100370,,Area of Archaeological Potential,,GEOMETRYCOLLECTION (POINT (-2.216498 49.191492)),,<p>1.  Société Jersiaise </p><p>2.  Jersey Heritage Archaeology collection</p>,,"<p>Le Feuvre, E. 2018. What's Your Street's Story?: La Moye. [Unpublished talk] </p>
<p>Leerson, M. & White, J. 2011. What's Your Street's Story?: Les Quennevais. [Unpublished talk] </p>
<p>Leerson, M. & White, J. 2011. Les Quennevais. In: Romeril, L., et al. What's Your Street's Story? Jersey Heritage Trust, Jersey, 105-113.</p>",Government of Jersey,,"<p>1. Fieldwalking card, Sites and Monuments Database </p><p>2. Artefacts (A/0003462)</p>",,
5085b1a0-116c-0138-9150-740f24312a1c,L'Oeilleure,,,,,,Postal Address,,St. Brelade,BR0371,Parish,"L'Oeilleure, L'Oeillere Headland",,,100371,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.232937 49.186279)),,<p>1.  Société Jersiaise </p><p>2.  Jersey Heritage Archaeology collection</p>,,"<p>Aubin, N. 2018. The Neolithic Passage Graves of Jersey: Locating the Lost Sites. Annual Bulletin of the Société Jersiaise, 32, 355-376. </p>
<p>Société Jersiaise. 1976. Archaeological Monuments. Unpublished report for States of Jersey. </p>",Government of Jersey,,"<p>1. Fieldwalking cards, Sites and Monuments Database </p><p>2. Artefacts (A/0003465, A/0003467, A/0010181-2)</p>",,
50845320-116c-0138-9150-740f24312a1c,La Moye Bronze Age Site,,,,,Megalithic,Postal Address,,St. Brelade,BR0372/BR0386,Parish,"La Moye Bronze Age Site, La Rue Baal",,,100372,,Listed place,,GEOMETRYCOLLECTION (POINT (-2.221801 49.179742)),,<p>1.  Government of Jersey </p><p>2.  Société Jersiaise </p><p>3.  Jersey Heritage Archaeology collection</p>,,"<p>Finch, O. & Hills, R. 2007. Jersey Heritage Archaeological Evaluation. Unpublished research for States of Jersey, Jersey. </p>
<p>Patton, M. 1984. Excavation of a Bronze Age enclosure system at La Moye. Annual Bulletin of the Société Jersiaise, 23, 532-538. </p>
<p>Patton, M. 1987. La Moye II, Jersey. Annual Bulletin of the Société Jersiaise, 24, 387-392. </p>
<p>Patton, M. 1988. The Bronze Age settlement at La Moye I, Jersey. Excavations 1981-85. Annual Bulletin of the Société Jersiaise, 24, 543-566. </p>
<p>Tanguy, J.D. 1985. Archaeological Section Report for 1984. Annual Bulletin of the Société Jersiaise, 24, 21-23.</p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Fieldwalking cards, Sites and Monuments Database </p><p>3. Artefacts (A/0003451), Stone (A/0003455) </p>",,
